time:timestamp,IncidentActivity_Number,concept:name,Assignment Group,KM number,Interaction ID,case:concept:name
2013-12-03 08:54:12+00:00,001A4175738,Open,TEAM0002,KM0000553,SD0000093,IM0000068
2013-09-04 09:02:59+00:00,001A4364236,Assignment,TEAM0002,KM0000553,SD0000093,IM0000068
2013-04-24 07:21:55+00:00,001A4471668,Operator Update,TEAM0003,KM0000553,SD0000093,IM0000068
2013-03-26 14:18:11+00:00,001A4282533,Reassignment,TEAM0002,KM0000553,SD0000093,IM0000068
2013-12-03 09:49:37+00:00,001A4176485,Status Change,TEAM0003,KM0000553,SD0000093,IM0000068
2013-03-25 09:18:20+00:00,001A4267904,Operator Update,TEAM0003,KM0000553,SD0000093,IM0000068
2013-09-04 09:02:59+00:00,001A4364235,Reassignment,TEAM0002,KM0000553,SD0000093,IM0000068
2013-05-16 07:30:08+00:00,001A4621326,Communication with customer,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-24 10:21:00+00:00,001A4475451,Update,TEAM9999,KM0000553,SD0000093,IM0000068
2013-03-25 11:25:45+00:00,001A4267672,Update from customer,TEAM0002,KM0000553,SD0000093,IM0000068
2013-04-24 07:21:55+00:00,001A4471666,Reassignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-25 12:35:29+00:00,001A4489459,Reassignment,TEAM0002,KM0000553,SD0000093,IM0000068
2013-04-16 14:10:44+00:00,001A4421832,Status Change,TEAM0003,KM0000553,SD0000093,IM0000068
2013-03-26 15:28:59+00:00,001A4284550,Assignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-05-16 07:55:02+00:00,001A4621388,Communication with customer,TEAM0003,KM0000553,SD0000093,IM0000068
2013-05-17 09:05:12+00:00,001A4629881,Operator Update,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-25 12:35:29+00:00,001A4489460,Assignment,TEAM0002,KM0000553,SD0000093,IM0000068
2013-09-04 09:02:59+00:00,001A4364237,Update from customer,TEAM0002,KM0000553,SD0000093,IM0000068
2013-03-26 14:18:12+00:00,001A4282534,Assignment,TEAM0002,KM0000553,SD0000093,IM0000068
2013-02-04 14:35:30+00:00,001A4319279,Operator Update,TEAM0003,KM0000553,SD0000093,IM0000068
2013-02-04 14:35:30+00:00,001A4319277,Reassignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-16 14:10:44+00:00,001A4421833,External Vendor Assignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-25 12:35:29+00:00,001A4489461,Status Change,TEAM0002,KM0000553,SD0000093,IM0000068
2013-05-23 14:09:17+00:00,001A4661437,Assignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-05-23 14:09:17+00:00,001A4661438,Communication with customer,TEAM0003,KM0000553,SD0000093,IM0000068
2013-02-04 14:35:30+00:00,001A4319278,Assignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-16 13:05:15+00:00,001A4421558,Operator Update,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-25 12:35:29+00:00,001A4489462,Update from customer,TEAM0002,KM0000553,SD0000093,IM0000068
2013-03-25 09:18:20+00:00,001A4267902,Reassignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-03-26 15:28:59+00:00,001A4284551,Operator Update,TEAM0003,KM0000553,SD0000093,IM0000068
2013-08-11 15:29:18+00:00,001A5892061,Assignment,TEAM0002,KM0000553,SD0000093,IM0000068
2013-08-11 15:29:18+00:00,001A5892062,Update from customer,TEAM0002,KM0000553,SD0000093,IM0000068
2013-08-11 15:29:18+00:00,001A5892060,Reassignment,TEAM0002,KM0000553,SD0000093,IM0000068
2013-08-11 15:34:42+00:00,001A5890049,Closed,TEAM0003,KM0000553,SD0000093,IM0000068
2013-08-11 15:34:42+00:00,001A5890050,Caused By CI,TEAM0003,KM0000553,SD0000093,IM0000068
2013-05-23 14:35:31+00:00,001A4660377,Update from customer,TEAM0002,KM0000553,SD0000093,IM0000068
2013-09-04 09:03:19+00:00,001A4364238,Status Change,TEAM0002,KM0000553,SD0000093,IM0000068
2013-05-23 14:09:17+00:00,001A4661436,Reassignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-03-25 09:18:20+00:00,001A4267903,Assignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-24 07:21:55+00:00,001A4471667,Assignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-03-26 14:18:12+00:00,001A4282535,Update from customer,TEAM0002,KM0000553,SD0000093,IM0000068
2013-03-04 07:03:06+00:00,001A4325368,Update from customer,TEAM0002,KM0000553,SD0000093,IM0000068
2013-12-03 09:49:37+00:00,001A4176484,Assignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-09-04 10:38:06+00:00,001A4365943,Status Change,TEAM0003,KM0000553,SD0000093,IM0000068
2013-04-25 12:41:34+00:00,001A4488726,Status Change,TEAM0003,KM0000553,SD0000093,IM0000068
2013-09-04 09:09:04+00:00,001A4364960,Assignment,TEAM0003,KM0000553,SD0000093,IM0000068
2013-03-15 14:27:01+00:00,001A4208056,Update from customer,TEAM0002,KM0000611,SD0000096,IM0000071
2013-03-15 15:21:22+00:00,001A4208772,Operator Update,TEAM0003,KM0000611,SD0000096,IM0000071
2013-03-21 15:54:51+00:00,001A4254348,Update from customer,TEAM0002,KM0000611,SD0000096,IM0000071
2013-03-18 15:01:54+00:00,001A4226276,Status Change,TEAM0003,KM0000611,SD0000096,IM0000071
2013-03-15 14:40:52+00:00,001A4209559,Assignment,TEAM0003,KM0000611,SD0000096,IM0000071
2013-03-21 15:18:59+00:00,001A4255764,Reassignment,TEAM0003,KM0000611,SD0000096,IM0000071
2013-03-15 15:30:01+00:00,001A4208785,Status Change,TEAM0003,KM0000611,SD0000096,IM0000071
2013-03-15 14:25:21+00:00,001A4208053,Open,TEAM0002,KM0000611,SD0000096,IM0000071
2013-03-21 15:18:59+00:00,001A4255765,Assignment,TEAM0003,KM0000611,SD0000096,IM0000071
2013-08-11 15:31:24+00:00,001A5892069,Reassignment,TEAM0002,KM0000611,SD0000096,IM0000071
2013-08-11 15:31:24+00:00,001A5892070,Assignment,TEAM0002,KM0000611,SD0000096,IM0000071
2013-08-11 15:31:24+00:00,001A5892071,Update from customer,TEAM0002,KM0000611,SD0000096,IM0000071
2013-08-11 15:32:52+00:00,001A5890037,Closed,TEAM0003,KM0000611,SD0000096,IM0000071
2013-08-11 15:32:52+00:00,001A5890038,Caused By CI,TEAM0003,KM0000611,SD0000096,IM0000071
2013-03-21 15:18:59+00:00,001A4255766,Operator Update,TEAM0003,KM0000611,SD0000096,IM0000071
2013-08-22 14:04:24+00:00,001A5277678,Reassignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-08-22 14:04:24+00:00,001A5277679,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-08-22 14:04:24+00:00,001A5277680,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-08-22 14:04:45+00:00,001A5277681,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-07-22 08:50:30+00:00,001A5088388,Reassignment,TEAM0025,KM0001124,SD0000099,IM0000073
2013-06-27 12:44:10+00:00,001A4901247,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-01-05 07:36:37+00:00,001A4520810,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-26 09:18:19+00:00,001A4275447,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-21 14:32:48+00:00,001A4253436,Reassignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-08-25 15:56:47+00:00,001A5287374,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-08-26 12:33:08+00:00,001A5292944,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-08-26 10:45:54+00:00,001A5289062,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-08-25 15:56:46+00:00,001A5287372,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-08-25 15:56:47+00:00,001A5287373,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-08-26 10:45:54+00:00,001A5289061,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-06-18 13:20:07+00:00,001A4829979,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-08-20 12:00:40+00:00,001A5261488,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-07-24 06:04:35+00:00,001A5102739,Assignment,TEAM9999,KM0001124,SD0000099,IM0000073
2013-07-25 11:02:46+00:00,001A5115953,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-07-23 12:40:06+00:00,001A5101681,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-03-21 14:48:33+00:00,001A4254204,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-05-27 06:37:02+00:00,001A4674182,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-09 13:55:30+00:00,001A5365205,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-04-24 06:42:07+00:00,001A4472256,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-06-18 05:34:03+00:00,001A4823358,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-07-25 11:02:46+00:00,001A5115954,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-06-27 12:44:10+00:00,001A4901246,Reassignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-07-22 09:16:52+00:00,001A5090058,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-12-06 11:49:24+00:00,001A4793015,Assignment,TEAM0017,KM0001124,SD0000099,IM0000073
2013-09-27 11:06:43+00:00,001A5564175,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-27 11:06:43+00:00,001A5564176,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-27 11:06:43+00:00,001A5564177,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-10-04 06:31:48+00:00,001A4377352,Update,TEAM0018,KM0001124,SD0000099,IM0000073
2013-09-26 12:44:10+00:00,001A5558186,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-21 15:01:16+00:00,001A4253540,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-05-13 09:48:13+00:00,001A4596475,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-06-18 12:59:56+00:00,001A4829910,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-07-23 12:40:06+00:00,001A5101680,Reassignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-03-21 13:54:35+00:00,001A4252398,Open,TEAM0018,KM0001124,SD0000099,IM0000073
2013-07-22 08:41:38+00:00,001A5089897,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-11-06 14:17:53+00:00,001A4784937,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-05-27 08:36:54+00:00,001A4674609,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-07-19 13:49:23+00:00,001A5079133,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-07-22 14:59:04+00:00,001A5095679,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-06-17 17:12:46+00:00,001A4822594,Assignment,TEAM0028,KM0001124,SD0000099,IM0000073
2013-06-27 13:44:45+00:00,001A4904660,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-21 14:32:48+00:00,001A4253438,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-05-27 09:36:29+00:00,001A4676501,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-07-25 11:02:46+00:00,001A5115952,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-05-13 09:48:13+00:00,001A4596478,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-04-15 10:07:57+00:00,001A4405112,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-06-26 14:22:22+00:00,001A4894243,Status Change,TEAM0027,KM0001124,SD0000099,IM0000073
2013-06-17 15:06:36+00:00,001A4823972,Assignment,TEAM0017,KM0001124,SD0000099,IM0000073
2013-01-05 07:36:37+00:00,001A4520812,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-26 08:27:44+00:00,001A4275296,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-06-26 14:22:22+00:00,001A4894244,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-07-23 12:40:06+00:00,001A5101682,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-12-08 09:32:53+00:00,001A5215078,Update,TEAM0018,KM0001124,SD0000099,IM0000073
2013-05-07 14:50:33+00:00,001A4975757,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-05-13 09:48:13+00:00,001A4596477,Status Change,TEAM0015,KM0001124,SD0000099,IM0000073
2013-10-04 11:24:09+00:00,001A4380496,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-07-22 08:41:37+00:00,001A5089896,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-04-06 14:19:00+00:00,001A4737412,Communication with customer,TEAM0015,KM0001124,SD0000099,IM0000073
2013-01-05 07:36:37+00:00,001A4520811,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-30 09:05:21+00:00,001A5573259,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-30 06:09:02+00:00,001A5572996,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-30 09:05:21+00:00,001A5573260,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-30 09:05:21+00:00,001A5573261,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-06-18 12:59:56+00:00,001A4829909,Reassignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-07-22 14:59:04+00:00,001A5095678,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-26 08:09:15+00:00,001A4275224,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-01-10 07:52:49+00:00,001A5589388,Closed,TEAM0018,KM0001124,SD0000099,IM0000073
2013-05-13 09:48:13+00:00,001A4596476,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-11-06 14:17:53+00:00,001A4784938,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-09-27 11:44:38+00:00,001A5562071,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-27 11:44:38+00:00,001A5562072,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-07-22 08:41:38+00:00,001A5089898,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-11-06 14:17:52+00:00,001A4784936,Reassignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-12-06 10:17:54+00:00,001A4786842,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-09-27 16:44:14+00:00,001A5570680,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-27 17:43:29+00:00,001A5570768,Operator Update,TEAM0025,KM0001124,SD0000099,IM0000073
2013-09-27 17:43:28+00:00,001A5570767,Reassignment,TEAM0025,KM0001124,SD0000099,IM0000073
2013-09-27 16:44:14+00:00,001A5570681,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-27 16:19:56+00:00,001A5570902,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-27 16:19:55+00:00,001A5570901,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-25 08:40:11+00:00,001A4267726,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-11-04 07:02:39+00:00,001A4385457,Status Change,TEAM0027,KM0001124,SD0000099,IM0000073
2013-08-26 11:05:46+00:00,001A5292731,Operator Update,TEAM0025,KM0001124,SD0000099,IM0000073
2013-08-26 11:05:46+00:00,001A5292730,Reassignment,TEAM0025,KM0001124,SD0000099,IM0000073
2013-03-26 08:40:00+00:00,001A4278145,Operator Update,TEAM0025,KM0001124,SD0000099,IM0000073
2013-06-26 09:04:39+00:00,001A4891701,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-08-29 15:28:00+00:00,001A5345072,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-02-09 09:24:30+00:00,001A5359078,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-02-09 09:24:30+00:00,001A5359077,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-02-09 09:24:30+00:00,001A5359076,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-26 08:09:15+00:00,001A4275225,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-21 14:32:48+00:00,001A4253437,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-11-04 07:02:39+00:00,001A4385458,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-10-06 07:48:39+00:00,001A4771686,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-06-24 07:14:03+00:00,001A4866367,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-26 08:27:44+00:00,001A4275298,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-21 13:55:35+00:00,001A4252403,Reassignment,TEAM0018,KM0001124,SD0000099,IM0000073
2013-06-26 09:04:39+00:00,001A4891702,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-07-22 14:59:04+00:00,001A5095677,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-04-24 06:33:52+00:00,001A4472235,Update,TEAM0018,KM0001124,SD0000099,IM0000073
2013-06-27 12:44:10+00:00,001A4901248,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-03-26 08:27:44+00:00,001A4275297,Status Change,TEAM0015,KM0001124,SD0000099,IM0000073
2013-05-22 07:32:52+00:00,001A4648093,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-09-30 16:33:58+00:00,001A5585855,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-09-30 16:33:57+00:00,001A5585854,Reassignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-09-30 16:33:58+00:00,001A5585856,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-03-26 08:40:00+00:00,001A4278144,Reassignment,TEAM0025,KM0001124,SD0000099,IM0000073
2013-07-25 11:07:20+00:00,001A5115964,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-03-26 08:09:15+00:00,001A4275226,Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-06-18 12:59:56+00:00,001A4829911,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-06-26 09:04:39+00:00,001A4891700,Reassignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-03-21 14:26:03+00:00,001A4253394,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-06-17 15:06:35+00:00,001A4823971,Reassignment,TEAM0017,KM0001124,SD0000099,IM0000073
2013-04-29 15:23:15+00:00,001A4516133,Operator Update,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-25 08:11:33+00:00,001A5542871,Assignment,TEAM0015,KM0001124,SD0000099,IM0000073
2013-09-24 16:19:24+00:00,001A5543320,Reassignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-09-24 16:19:24+00:00,001A5543321,Assignment,TEAM0027,KM0001124,SD0000099,IM0000073
2013-09-24 16:19:24+00:00,001A5543322,Operator Update,TEAM0027,KM0001124,SD0000099,IM0000073
2013-11-04 06:20:12+00:00,001A4385330,Reassignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-08-05 11:16:02+00:00,001A4571361,External Vendor Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-06-05 05:43:45+00:00,001A4544103,Reassignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-12-04 11:27:36+00:00,001A4398215,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-03-26 15:41:18+00:00,001A4282837,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-06-05 05:43:45+00:00,001A4544105,Update,TEAM0003,KM0000553,SD0000100,IM0000074
2013-03-26 13:10:59+00:00,001A4281466,Reassignment,TEAM0004,KM0000553,SD0000100,IM0000074
2013-06-05 14:06:11+00:00,001A4555884,Reassignment,TEAM9999,KM0000553,SD0000100,IM0000074
2013-03-26 15:58:17+00:00,001A4284667,Pending vendor,TEAM0003,KM0000553,SD0000100,IM0000074
2013-04-18 07:14:47+00:00,001A4435866,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-05-04 14:51:51+00:00,001A4347984,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-03-26 16:09:41+00:00,001A4283952,Communication with vendor,TEAM0005,KM0000553,SD0000100,IM0000074
2013-11-04 06:20:12+00:00,001A4385331,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-04-22 08:56:47+00:00,001A4456538,Status Change,TEAM0003,KM0000553,SD0000100,IM0000074
2013-12-09 15:12:33+00:00,001A5456788,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-07-24 12:41:30+00:00,001A5109471,Update,TEAM9999,KM0000553,SD0000100,IM0000074
2013-04-26 14:56:29+00:00,001A4501539,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-04-25 07:32:26+00:00,001A4481947,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-07-24 12:46:56+00:00,001A5110891,Update,TEAM9999,KM0000553,SD0000100,IM0000074
2013-04-17 12:18:16+00:00,001A4429229,Assignment,TEAM0005,KM0000553,SD0000100,IM0000074
2013-11-11 12:41:07+00:00,001A5902411,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-04-22 13:24:46+00:00,001A4460653,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-03-26 15:58:17+00:00,001A4284666,Status Change,TEAM0003,KM0000553,SD0000100,IM0000074
2013-07-15 12:29:56+00:00,001A5043414,Update,TEAM9999,KM0000553,SD0000100,IM0000074
2013-06-05 14:06:11+00:00,001A4555885,Assignment,TEAM9999,KM0000553,SD0000100,IM0000074
2013-07-15 12:39:30+00:00,001A5042635,Reassignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-03-26 11:55:30+00:00,001A4280526,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-03-26 15:58:17+00:00,001A4284665,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-03-27 11:31:11+00:00,001A4290222,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-06-05 14:06:11+00:00,001A4555886,Update,TEAM9999,KM0000553,SD0000100,IM0000074
2013-04-18 12:26:54+00:00,001A4438776,OO Response,TEAM0005,KM0000553,SD0000100,IM0000074
2013-04-26 14:56:29+00:00,001A4501537,Reassignment,TEAM0002,KM0000553,SD0000100,IM0000074
2013-07-15 12:29:56+00:00,001A5043413,Reassignment,TEAM9999,KM0000553,SD0000100,IM0000074
2013-08-05 11:16:02+00:00,001A4571360,Update,TEAM0003,KM0000553,SD0000100,IM0000074
2013-09-04 11:42:18+00:00,001A4367570,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-03-26 12:46:33+00:00,001A4280684,Reassignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-10-04 13:16:27+00:00,001A4382329,Operator Update,TEAM0003,KM0000553,SD0000100,IM0000074
2013-04-22 12:12:04+00:00,001A4458617,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-08-05 11:16:02+00:00,001A4571359,Status Change,TEAM0003,KM0000553,SD0000100,IM0000074
2013-03-27 09:40:04+00:00,001A4285953,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-03-26 11:25:01+00:00,001A4277260,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-04-18 13:27:21+00:00,001A4440678,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-03-27 06:58:15+00:00,001A4285495,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-04-22 06:29:29+00:00,001A4451915,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-04-18 12:26:54+00:00,001A4438775,Reassignment,TEAM0005,KM0000553,SD0000100,IM0000074
2013-03-26 15:58:17+00:00,001A4284668,External Vendor Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-12-11 09:13:34+00:00,001A5906798,Reassignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-12-11 10:15:41+00:00,001A5910167,Caused By CI,TEAM0004,KM0000553,SD0000100,IM0000074
2013-12-11 09:13:34+00:00,001A5906799,Update from customer,TEAM0003,KM0000553,SD0000100,IM0000074
2013-12-11 10:15:41+00:00,001A5910166,Closed,TEAM0004,KM0000553,SD0000100,IM0000074
2013-09-18 15:57:28+00:00,001A5486773,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-04-04 07:28:59+00:00,001A4335012,Update from customer,TEAM9999,KM0000553,SD0000100,IM0000074
2013-03-26 11:23:30+00:00,001A4277259,Open,TEAM0002,KM0000553,SD0000100,IM0000074
2013-04-22 08:56:47+00:00,001A4456539,Operator Update,TEAM0003,KM0000553,SD0000100,IM0000074
2013-06-05 05:43:45+00:00,001A4544104,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-04-26 14:56:29+00:00,001A4501538,Assignment,TEAM0002,KM0000553,SD0000100,IM0000074
2013-08-05 11:16:02+00:00,001A4571357,Reassignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-08-05 11:16:02+00:00,001A4571358,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-04-22 12:12:04+00:00,001A4458618,Status Change,TEAM0003,KM0000553,SD0000100,IM0000074
2013-11-09 16:32:32+00:00,001A5450614,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-01-05 09:42:26+00:00,001A4523165,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-03-26 15:43:02+00:00,001A4282844,Impact Change,TEAM0002,KM0000553,SD0000100,IM0000074
2013-07-15 12:39:30+00:00,001A5042636,Operator Update,TEAM0003,KM0000553,SD0000100,IM0000074
2013-07-29 10:02:06+00:00,001A5133142,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-03-26 15:43:02+00:00,001A4282845,Urgency Change,TEAM0002,KM0000553,SD0000100,IM0000074
2013-06-05 14:30:58+00:00,001A4554737,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-04-26 15:18:25+00:00,001A4502097,Assignment,TEAM0003,KM0000553,SD0000100,IM0000074
2013-05-04 09:39:07+00:00,001A4344047,Update from customer,TEAM9999,KM0000553,SD0000100,IM0000074
2013-03-26 12:46:33+00:00,001A4280685,Operator Update,TEAM0003,KM0000553,SD0000100,IM0000074
2013-03-26 16:09:41+00:00,001A4283950,Reassignment,TEAM0005,KM0000553,SD0000100,IM0000074
2013-04-17 12:18:16+00:00,001A4429230,Status Change,TEAM0005,KM0000553,SD0000100,IM0000074
2013-04-22 12:12:04+00:00,001A4458619,Update,TEAM0003,KM0000553,SD0000100,IM0000074
2013-04-17 09:03:06+00:00,001A4430090,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-04-19 09:23:57+00:00,001A4447001,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-03-26 15:43:02+00:00,001A4282843,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-12-09 10:03:04+00:00,001A5452183,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
2013-12-09 11:26:47+00:00,001A5452334,Update from customer,TEAM0002,KM0000553,SD0000100,IM0000074
