,trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
459,459,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
460,460,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
461,461,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
462,462,15,8,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
463,463,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
464,464,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
465,465,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
466,466,9,5,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <S>,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <S>
467,467,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
468,468,21,11,10,10,0.8,0.8,0.85,0.8,0.8,0.8,0.8,0.9,0.8049999999999999,0.8,0.6,0.8,0.9665465730101858,021 | 021-001 | 021-001-004 | 021-001-004-002 | 021-001-004-002-003 | 021-001-004-002-003-001 | 021-001-004-002-003-001-004 | 021-001-004-002-003-001-004-002 | 021-001-004-002-003-001-004-002-005 | 021-001-004-002-003-001-004-002-005-006 | 021-001-004-002-003-001-004-002-005-006-021,001 -> 004 -> 002 -> 003 -> 001 -> 004 -> 002 -> 005 -> 006 -> 021,001 -> 013 -> 002 -> 005 -> 001 -> 004 -> 002 -> 005 -> 006 -> 021,001 -> 004 -> 002 -> 003 -> 001 -> 004 -> 002 -> 005 -> 006 -> 021,001 -> 013 -> 002 -> 005 -> 001 -> 004 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> REJECTED_by_MISSING -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
469,469,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
470,470,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
471,471,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
472,472,15,8,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
473,473,9,5,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <S>,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <S>
474,474,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
475,475,15,8,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
476,476,11,6,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006 | 021-001-002-005-006-021,001 -> 002 -> 005 -> 006 -> 021,001 -> 002 -> 005 -> 006 -> 021,001 -> 002 -> 005 -> 006 -> 021,001 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
477,477,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
478,478,15,8,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
479,479,11,6,5,5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9066666666666667,0.8,0.6,0.8,0.9397940008672037,021 | 021-001 | 021-001-004 | 021-001-004-002 | 021-001-004-002-003 | 021-001-004-002-003-021,001 -> 004 -> 002 -> 003 -> 021,001 -> 004 -> 002 -> 005 -> 021,001 -> 004 -> 002 -> 003 -> 021,001 -> 004 -> 002 -> 005 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> REJECTED_by_MISSING -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> <S>
480,480,11,6,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006 | 021-001-002-005-006-021,001 -> 002 -> 005 -> 006 -> 021,001 -> 002 -> 005 -> 006 -> 021,001 -> 002 -> 005 -> 006 -> 021,001 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
481,481,15,8,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
482,482,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
483,483,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
484,484,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
485,485,15,8,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
486,486,9,5,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,001 -> 013 -> 008 -> 021,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <S>,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <S>
487,487,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
488,488,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
489,489,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
490,490,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-004 | 021-001-004-002 | 021-001-004-002-005 | 021-001-004-002-005-006 | 021-001-004-002-005-006-021,001 -> 004 -> 002 -> 005 -> 006 -> 021,001 -> 004 -> 002 -> 005 -> 006 -> 021,001 -> 004 -> 002 -> 005 -> 006 -> 021,001 -> 004 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
491,491,13,7,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,001 -> 014 -> 002 -> 005 -> 006 -> 021,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <S>
